ID,Severity,Distance(mi),City,State,Zipcode
A-6043950,2,0.011,Cedar City,UT,84720
A-546862,3,0,Denver,CO,80210
A-1044945,3,6.099999904632568,Bonita Springs,FL,34135
A-6883132,2,0.065,Lolo,MT,59847-9687
A-7177812,2,0,Baltimore,MD,21230-1457
A-4790187,2,0.058,Bakersfield,CA,93312-2117
A-3952109,2,0.636,Alexandria,VA,22303-2101
A-2188979,2,0,American Canyon,CA,94503-9704
A-7463962,2,0.064,Atlanta,GA,30310-5022
A-3269399,2,0,Columbia,SC,29210
A-380452,2,0.01,Falls Church,VA,22042-2250
A-1737258,2,0,Edgewater,MD,21037-3495
A-952753,2,0,Dallas,TX,75227-6907
A-4626723,2,0.059,Stuart,VA,24171-5127
A-4850418,2,0.075,Burton,MI,48509-1652
A-4543455,2,1.591,Lutz,FL,33558
A-7702370,2,0.71,Miami,FL,33126
A-1619726,2,0,Charlotte,NC,28207-1217
A-5129904,2,0.613,Mountville,SC,29370-4509
A-4721363,2,0.117,Miami,FL,33165-3640
A-571643,3,0,Atlanta,GA,30336
A-3941631,2,0.929,Temple Hills,MD,20748
A-1656740,2,0,Sarasota,FL,34232
A-6152781,2,0.029,Triangle,VA,22172
A-3496947,2,0.004,Clearwater,FL,33764
A-5332283,2,0.062,Richmond,VA,23224-4935
A-3084406,3,0,Oklahoma City,OK,73119
A-251864,2,0,Plymouth Meeting,PA,19462
A-298924,2,0,Houston,TX,77051-2818
A-756469,3,1.1299999952316284,Columbus,OH,43229
A-5185682,2,2.084,Quantico,VA,22134
A-1327247,2,0,Los Angeles,CA,90001-2743
A-3739739,2,8.191,Brooklyn,NY,11239
A-6342965,2,0.004,Scottsdale,AZ,85255
A-6404098,2,0.493,Woodland,CA,95695-9309
A-4484252,2,0.034,Dallas,TX,75241
A-6175641,2,0.657,Havre de Grace,MD,21078
A-2545364,3,0,Louisville,KY,40202
A-6589179,2,3.883,Glendale,OR,97442
A-5579929,2,0.457,Modesto,CA,95358
A-6236491,2,2.803,Denham Springs,LA,70726
A-5592518,2,1.042,Webster,FL,33597
A-7293633,2,0,Maxwell,CA,95955
A-7166367,3,0,Shawnee,KS,66217
A-5671176,2,6.0120000000000005,Charleroi,PA,15022
A-7183920,3,3.736,Seekonk,MA,02771
A-7534175,2,3.412,Larkspur,CO,80118
A-3186345,2,0,Richmond,VA,23227-4412
A-5002585,2,0.185,Grand Rapids,MI,49544
A-3132312,2,0,Oklahoma City,OK,73103-1507
A-2301867,3,0,Saint Paul,MN,55104
A-3465094,2,2.63,Lake City,FL,32055
A-6604119,2,0.309,Brentwood,TN,37027-3615
A-6004553,2,1.73,Rehoboth Beach,DE,19971-8009
A-3241693,3,0,Saint Louis,MO,63139
A-4511565,2,0.611,Pflugerville,TX,78660
A-1786921,3,0,North Miami,FL,33168-2932
A-4066618,2,0.63,Irvine,CA,92603
A-7733526,2,1.4169999999999998,Avondale,AZ,85323
A-2868572,3,0,Providence,RI,02903
A-3043317,3,0,Summerville,SC,29483
A-1438493,2,0,Nashville,TN,37203
A-5491513,2,0.008,Fayetteville,GA,30214
A-3161227,2,0,Early Branch,SC,29916-7435
A-1008569,2,0,Nashville,TN,37217-1928
A-1831471,2,0,Ventura,CA,93001-9735
A-3953735,2,0.246,Miami,FL,33186
A-3223910,2,0,Baton Rouge,LA,70809-3512
A-3030327,2,0,Myrtle Beach,SC,29579-9444
A-7652327,4,0,Frederick,MD,21704-7211
A-3369893,3,0.9800000190734864,Reno,NV,89511
A-7263918,2,0,Los Angeles,CA,90044-4714
A-2880591,2,0,Columbus,OH,43205-3021
A-2372963,2,0,Seattle,WA,98104
A-6910765,2,0.009,Charlotte,NC,28208
A-1180166,3,0,Oak Forest,IL,60452
A-3908766,2,0.061,Tustin,CA,92780-3944
A-5288042,2,0.282,Orlando,FL,32837-8321
A-5830454,2,0.248,Saint Albans,WV,25177
A-7742828,2,0.228,Houston,TX,77012
A-4155171,2,0.04,Fairplay,CO,80440
A-5801232,2,1.5759999999999998,National City,CA,91950
A-4916196,2,0.017,Montgomeryville,PA,18936-9601
A-3431403,4,2.181,Richland Center,WI,53581
A-4698765,2,0.096,Richmond,VA,23225-1435
A-4318826,2,0.351,Raleigh,NC,27612-4502
A-6730829,2,0.062,Orlando,FL,32805-5405
A-1613941,2,0,Anderson,SC,29624
A-5506741,2,0.013,Mountain View,CA,94043-1715
A-873100,2,0,Blountstown,FL,32424
A-2361563,2,0,Encino,CA,91436
A-1869494,3,0,Chester,PA,19013
A-501178,2,0,Elgin,IL,60123-7148
A-6771009,2,0.142,Lakewood,NJ,08701-1211
A-7155487,2,0,Eureka,CA,95503
A-5554000,2,4.012,Fremont,CA,94538
A-6508865,2,2.085,Napa,CA,94558
A-6920843,4,6.562,Idleyld Park,OR,97447-9806
A-2636706,3,0,Tanner,AL,35671
A-4850786,2,0.037,Miami,FL,33150
A-6693659,2,1.611,Fort Wayne,IN,46835
A-6231167,2,1.881,Floriston,CA,96111
A-7014388,3,3.236,Winston Salem,NC,27101
A-3310464,2,0,Raleigh,NC,27612-6223
A-499475,2,0,Aiken,SC,29805-8507
A-2159498,2,0,Denmark,WI,54208
A-1880556,3,0,Ontario,CA,91761
A-3303387,2,0,Castro Valley,CA,94546
A-6396603,2,0.052,Los Angeles,CA,90002-2560
A-5539947,2,0.073,North Richland Hills,TX,76180
A-2900177,3,0,Buffalo,NY,14201
A-3935319,2,0.049,Lexington,SC,29072-9349
A-2003475,3,0,Los Angeles,CA,90016
A-7179282,2,0,Fowler,CA,93625
A-7593384,2,0.162,Orlando,FL,32804
A-2698661,2,0,Austin,TX,78749
A-5750141,2,0.5379999999999999,Ontario,CA,91764
A-2581994,3,0,Jacksonville,FL,32209
A-4752572,2,4.642,Pendleton,OR,97801
A-1895914,2,0,Ontario,CA,91761
A-3099045,2,0,Phoenix,AZ,85021-7025
A-4608362,2,6.345,Alamo,CA,94507
A-2598010,2,0,Lafayette Hill,PA,19444
A-1009697,3,0,Norfolk,VA,23502
A-1899172,3,0,Buffalo,NY,14218
A-6507279,2,0.268,Saint Paul,MN,55113
A-3546647,2,0.513,San Jose,CA,95123
A-6152001,2,0.311,Hialeah,FL,33015
A-893534,2,0,Princeton,TX,75407-9009
A-3111441,2,0,Vancouver,WA,98661
A-5709767,2,0.121,Miami,FL,33186
A-7318839,2,0,San Bernardino,CA,92410
A-649123,2,0,Richburg,SC,29729
A-769192,2,0,Columbia,SC,29203
A-2605217,2,0,Columbus,OH,43207
A-5784995,2,4.273,Kingston Springs,TN,37082
A-621903,2,0,Compton,CA,90221-5705
A-6163064,2,0.06,Preston,MN,55965
A-1902345,2,0,Brighton,MA,02135
A-6283937,2,0.389,Compton,CA,90221
A-872453,3,0,Maspeth,NY,11378
A-3724147,2,0.823,Denton,TX,76210
A-6795355,2,1.263,Mesa,AZ,85204
A-3930957,2,0.126,Beebe,AR,72012
A-2065638,2,0,Austin,TX,78705-1813
A-6786312,2,0.479,Longwood,FL,32750
A-5206165,2,1.014,Snowville,UT,84336
A-4157771,2,0.588,Buffalo,NY,14221
A-5252487,2,0.177,Nashville,TN,37207
A-1437793,2,0,Charlotte,NC,28227
A-4306000,2,0.092,Cabin John,MD,20818
A-490053,3,0,Fort Worth,TX,76104
A-5184110,2,0.969,San Bernardino,CA,92404
A-5655908,2,1.798,Livermore,CA,94550
A-5294967,2,0.083,Sherman Oaks,CA,91403-4047
A-2302928,2,0,Ontario,CA,91761
A-3637603,2,1.472,Carlsbad,CA,92011
A-1636780,2,0,Surprise,AZ,85379
A-5240205,2,1.85,Miami,FL,33125
A-654421,2,0,Lexington,SC,29072
A-2964133,3,0,San Bernardino,CA,92405
A-6107417,4,0.984,Sicklerville,NJ,08081
A-3776149,2,0.8440000000000001,Dunn,NC,28334
A-1653149,2,0,Houston,TX,77024-4236
A-2691193,2,0,Acton,CA,93510
A-6548050,2,0.856,Miami,FL,33168
A-3076443,2,0,Santa Ana,CA,92705
A-3356427,3,2.3199999332427983,Plainview,NY,11803
A-6671235,2,0.076,Manheim,PA,17545-8831
A-1481967,2,0,Anderson,SC,29621-6208
A-5346926,2,0.141,Bradenton,FL,34207-3432
A-1727808,3,0,Seattle,WA,98105
A-3782668,2,0.599,Libertyville,IL,60048
A-659119,2,0,Sausalito,CA,94965
A-178253,3,0,Alsip,IL,60803
A-4445499,2,1.283,Bloomfield,NJ,07003
A-2324044,2,0,Ocala,FL,34471-8169
A-6839794,2,0.026,Sacramento,CA,95828
A-2103993,2,0,Arlington,TN,38002-8345
A-2850946,2,0,Miami,FL,33125
A-5019637,2,0.818,Billings,MT,59101
A-3964998,2,4.367,Jefferson City,MT,59638
A-1289500,2,0,Lorton,VA,22079
A-6997665,2,0,West Coxsackie,NY,12192
A-1454875,3,0,Tustin,CA,92780
A-4724677,2,0.023,Altamonte Springs,FL,32714
A-6469435,2,0.353,York,PA,17402
A-440842,2,0,Westlake Village,CA,91361
A-4326822,2,0.429,Auburn,WA,98092
A-6411192,2,1.69,Indianapolis,IN,46228
A-2694095,1,0,Austin,TX,78735
A-4347069,2,0.862,Mc Lean,VA,22102
A-870887,2,0,Wellford,SC,29385
A-997259,3,0,Fairfield,CA,94534
A-7685355,2,0.255,Charlotte,NC,28262-2425
A-1580377,3,0,Roscommon,MI,48653
A-2611458,3,0,Sheffield,IL,61361
A-3604948,2,5.343,Schenectady,NY,12303
A-279733,3,0.01,Dallas,TX,75251
A-5419026,2,0.005,Fort Myers,FL,33967-2607
A-4403749,2,0.071,Richmond,VA,23223-3428
A-2971321,2,0,Charlotte,NC,28202-1204
A-4564078,2,0.951,Novato,CA,94945
A-1280089,3,0,Norcross,GA,30071
A-4532212,4,0.344,New Bern,NC,28560-9392
A-4634494,2,1.666,Anaheim,CA,92808
A-5528746,2,0.272,Grass Valley,CA,95945-8868
A-4175856,2,1.129,Seal Beach,CA,90740
A-3744970,2,0.6890000000000001,Sarasota,FL,34232
A-838590,2,0.4099999964237213,Tampa,FL,33610
A-592606,2,0,Lexington,MA,02421
A-4664039,2,0.055,Compton,CA,90222-1230
A-1348847,2,0,Welch,MN,55089
A-2203858,2,0,Raleigh,NC,27609-7829
A-4037790,2,1.557,Milwaukee,WI,53221
A-3410716,2,0,Charlotte,NC,28208-2590
A-6274675,2,0.655,Glen Burnie,MD,21061
A-7689114,4,0.373,Easton,PA,18045
A-1998574,3,0,Washington,DC,20003
A-2444944,2,0,Brogue,PA,17309-9800
A-456637,3,0,Elk Grove,CA,95758
A-3705256,2,1.011,Middletown,PA,17057-4704
A-6102884,2,0.291,New Castle,DE,19720-2540
A-7491208,2,1.2819999999999998,Maplesville,AL,36750-3801
A-6127396,2,0.041,Atlanta,GA,30349
A-5715110,2,0.111,Sacramento,CA,95826
A-6064577,2,0.153,Brooklyn,NY,11201
A-473951,3,0,Holly,MI,48442
A-627487,1,0,Baton Rouge,LA,70810
A-206450,3,0.01,West Orange,NJ,07052
A-6130267,2,0.059,Saint Petersburg,FL,33712-5709
A-5377939,2,0.249,West Harrison,NY,10604
A-404660,3,0.01,Seal Beach,CA,90740
A-5177027,2,0.106,Arlington,VA,22204
A-7372375,2,0,Riverside,CA,92504
A-968878,3,0,Fairfax,VA,22030
A-4019192,2,0.5920000000000001,Altamonte Springs,FL,32714
A-5118929,4,3.174,Pueblo,CO,81004
A-954539,3,0,Jackson,MS,39211
A-1686395,2,0,Palmdale,CA,93551
A-392491,2,0.01,Sunnyvale,TX,75182
A-7565313,2,0.455,Los Angeles,CA,90039
A-1039981,2,0,Sausalito,CA,94965
A-438592,2,0,Los Angeles,CA,90047-4549
A-5640371,2,1.004,Flint,MI,48504
A-7292487,2,0,Pine City,MN,55063
A-4875016,2,4.557,Allentown,PA,18104
A-7365432,2,0,Pomona,CA,91768
A-943471,3,0,Weston,MA,02493-2231
A-2607344,2,0,Newhall,CA,91321
A-6557198,2,0.125,Shreveport,LA,71106-5337
A-5668503,2,0.156,Maxton,NC,28364
A-3322433,3,0,Los Angeles,CA,90022
A-1354417,2,0,Cheraw,SC,29520-5589
A-1301244,2,0,Dallas,TX,75233
A-7333875,2,0,Hattiesburg,MS,39402-1609
A-6861572,2,0.061,Utica,NY,13501-2904
A-4150394,2,0.154,Bethesda,MD,20817
A-241405,2,0.01,Lancaster,PA,17603-2234
A-5101559,2,0.351,Long Beach,CA,90806
A-5791086,2,2.559,Mary Esther,FL,32569
A-5592678,2,0.077,Houston,TX,77063-5138
A-7215440,2,0,Carlotta,CA,95528-9705
A-3757,2,0,Lodi,CA,95242-9427
A-7384561,4,0.976,Union Bridge,MD,21791-7716
A-3538850,2,0.483,La Crescenta,CA,91214
A-1718887,2,0,Tallahassee,FL,32301-1530
A-3086721,3,0,Fort Worth,TX,76119
A-6382581,2,0.033,Houston,TX,77007
A-2199131,3,0,Saint Petersburg,FL,33702
A-2173603,2,0,Colorado Springs,CO,80909
A-6583949,2,0.131,Lake Zurich,IL,60047-8326
A-1165336,2,0,Wesley Chapel,FL,33543
A-1293133,2,0,Baton Rouge,LA,70806
A-4171177,2,0.085,Olivehurst,CA,95961-7564
A-4236420,2,0.8390000000000001,Roseville,CA,95661
A-6641666,2,0.07,Dallas,TX,75218
A-7442976,3,0.231,Englewood,TN,37329-5267
A-6327440,2,0.076,Jamestown,CA,95327
A-3069324,2,0,Columbus,OH,43205-2241
A-6834202,2,1.194,Sherman Oaks,CA,91403
A-2232699,3,0,Inglewood,CA,90301
A-4301996,2,0.03,Manor,TX,78653
A-7629639,2,0.038,San Leandro,CA,94577
A-6045605,2,0.471,Piedmont,SC,29673
A-6670318,2,0.047,Orlando,FL,32816
A-523746,1,0,Addison,IL,60101
A-7568250,2,0.305,Costa Mesa,CA,92626
A-4547349,2,0.4,Lexington,SC,29073-8351
A-3590225,2,0.996,Sacramento,CA,95826
A-635078,1,0,Ocala,FL,34471-0210
A-2684988,3,0,Kenner,LA,70062
A-836946,2,0,Warrenville,SC,29851-3055
A-3166942,2,0,Mcminnville,OR,97128-2729
A-2775338,2,0,Houston,TX,77098-3228
A-7552441,2,0.855,Kansas City,MO,64129
A-733783,2,0,Charlotte,NC,28214-2303
A-3637240,2,0.303,Portland,OR,97219
A-2542228,2,0,Huntington Station,NY,11746
A-3632966,3,0.364,Chicago,IL,60618
A-2656503,2,0,Blythewood,SC,29016-9007
A-6876417,2,0.038,Coarsegold,CA,93614
A-6038121,2,0.66,Stillwater,NY,12170-3400
A-3424496,2,0.195,Los Angeles,CA,90040
A-3087419,2,0,Gig Harbor,WA,98335
A-7711465,2,0.104,New York,NY,10033
A-1118238,3,0,Phoenix,AZ,85021
A-5131615,2,1.495,Philadelphia,PA,19104
A-1648743,3,0,Raleigh,NC,27606
A-200091,2,1.81,Rensselaer,NY,12144
A-297955,3,0,Houston,TX,77073-6017
A-4674664,2,2.224,Gastonia,NC,28052
A-2392949,2,0,Atlanta,GA,30311-5111
A-459700,2,0,Chatsworth,CA,91311
A-1601093,2,0,Burton,MI,48529-1127
A-1764516,2,0,Providence,RI,02903
A-466450,2,0,Miami,FL,33178
A-1580956,2,0,Garner,NC,27529
A-2074069,3,0,Nashville,TN,37210
A-2788993,2,0,Seattle,WA,98134-2101
A-7090693,2,0,La Palma,CA,90623
A-4434843,2,0.7659999999999999,Mountain Lake,MN,56159-2249
A-6397906,2,0.794,Seattle,WA,98188
A-3392272,3,1.830000042915344,Strasburg,VA,22657-3721
A-6117838,2,1.404,Los Angeles,CA,90022
A-2882652,2,0,San Bernardino,CA,92411
A-6025377,2,0.086,Tucson,AZ,85719-3053
A-2715216,2,0,Lafayette,LA,70508-6416
A-1282696,2,0,Bonsall,CA,92003-7206
A-5419645,2,1.513,Minneapolis,MN,55449
A-3834790,2,0.3670000000000001,Latham,NY,12110
A-4079423,2,0.787,Los Angeles,CA,90033
A-2612170,2,0,Colorado Springs,CO,80923
A-2816568,2,0,Bellflower,CA,90706
A-5173916,2,1.951,Corona,CA,92879
A-4228980,2,0.089,Springfield,MO,65802-3812
A-343157,2,0.01,Los Angeles,CA,90017-1413
A-6118026,2,1.208,Virginia Beach,VA,23452
A-3588045,3,0.121,Los Angeles,CA,90042
A-741985,2,0,Brighton,MI,48114
A-388831,2,0.01,Houston,TX,77036
A-4109842,2,0.34,Philadelphia,PA,19131
A-4976579,2,0.433,New Britain,CT,06052
A-2829900,2,0,Hudgins,VA,23076-2060
A-3688559,2,10.36,Chicago,IL,60607
A-3039581,3,1.649999976158142,Saint Paul,MN,55117
A-963676,3,0.9900000095367432,Downey,CA,90240
A-2698204,2,0,Tampa,FL,33610-8002
A-2614667,2,0,Nashville,TN,37206-2300
A-4541367,2,1.5419999999999998,Oriska,ND,58063
A-1368222,2,0,Houston,TX,77099
A-6394991,2,0.021,Sacramento,CA,95841
A-1394722,3,0,Long Beach,CA,90806
A-2593048,2,0,Canonsburg,PA,15317-5709
A-2257860,2,0,Latonia,KY,41015
A-2370096,2,0,Aurora,CO,80010-2531
A-5950801,2,0.035,Dumfries,VA,22025-1501
A-4380355,2,1.712,Garner,NC,27529-8794
A-2504724,2,0,Ruskin,FL,33570
A-4639764,2,1.031,San Diego,CA,92128
A-1218826,2,0,Greer,SC,29650-4918
A-7747102,4,2.4090000000000003,Springfield,NE,68059
A-1749311,2,0,Gilbert,AZ,85234
A-1736568,2,0,Tolleson,AZ,85353-3330
A-4725062,2,0.18,Menomonie,WI,54751
A-6650161,2,0.039,Fountain Inn,SC,29644-9011
A-5039931,2,1.741,Grants Pass,OR,97526
A-6231831,2,0.325,Whittier,CA,90602
A-5988549,2,0.5,McFarland,CA,93250-9688
A-6352056,2,0.275,Perris,CA,92570-6053
A-5468291,2,2.603,Sacramento,CA,95816
A-7360379,2,0.338,Otis,OR,97368
A-5158696,2,2.278,Galesburg,MI,49053
A-3834989,2,0.074,Tucson,AZ,85713
A-6926448,2,0.01,Orlando,FL,32810
A-7495948,4,0.241,Keswick,VA,22947-1502
A-1733507,2,0,Bowman,SC,29018
A-5876973,2,0.266,Apollo,PA,15613-1904
A-4159587,2,0.025,Miami,FL,33126-8017
A-1534251,3,0,Woodside,NY,11377
A-5869369,2,0.8170000000000001,Miami,FL,33132
A-7421050,2,0,Tracy,CA,95304
A-603443,2,0,Hollywood,FL,33024-7545
A-2732552,2,0,Tucson,AZ,85710-6423
A-2675001,2,0,Charlotte,NC,28273
A-927989,2,0,Charlotte,NC,28208
A-5967413,2,0.862,Acton,CA,93510
A-4848894,2,3.209,Vallejo,CA,94591
A-2940324,3,0,San Francisco,CA,94130
A-6845011,2,0.28,Alberton,MT,59820
A-3144900,3,0,Dallas,TX,75243
A-6817191,2,0.763,South Lake Tahoe,CA,96150-6144
A-5999310,2,2.232,Fort Lauderdale,FL,33311
A-5905818,2,0.378,El Dorado,AR,71730-4285
A-4999248,2,4.482,Ocala,FL,34476
A-638511,3,6.179999828338622,Fountain,CO,80817
A-5902570,2,0.767,Los Angeles,CA,90031
A-1142640,2,0,Tucson,AZ,85710-8652
A-89226,2,0,Moreno Valley,CA,92555
A-5677637,2,0.398,Albert Lea,MN,56007
A-752758,2,0,Pompano Beach,FL,33063
A-1076805,2,0,Los Angeles,CA,90016
A-6498357,2,0.535,Upland,CA,91784
A-4334023,2,0.072,Bennettsville,SC,29512-8142
A-2365226,2,0,Livermore,CA,94550-9010
A-2643010,2,0,Austin,TX,78744
A-122782,2,0.01,Miami,FL,33186
A-6162976,2,0.202,Houston,TX,77099
A-111957,2,0.01,Rancho Cucamonga,CA,91701
A-7506905,2,0.787,Capistrano Beach,CA,92624
A-3626722,4,0.393,Shamokin Dam,PA,17876-9110
A-2114460,2,0,Richmond,VA,23226-2306
A-2736798,2,0,Overland Park,KS,66210
A-5209129,2,0.078,Lake Zurich,IL,60047-5201
A-6381916,2,0.374,Miami,FL,33157
A-2457927,2,0,Jackson,MI,49201
A-4347456,2,0.04,Miami,FL,33142-5639
A-4526827,2,0.032,Glendora,CA,91740-4820
A-2605759,2,0,Conway,SC,29527-6780
A-2908819,2,0,Austin,TX,78731
A-3681513,2,0.335,Atlanta,GA,30331
A-2489850,3,0,Independence,MO,64055
A-3607789,2,0.073,Los Angeles,CA,90056-1140
A-2013338,2,0,Elmendorf,TX,78112
A-2303723,3,0,Redlands,CA,92373
A-3050405,3,0,Highland Park,MI,48203
A-3401228,2,0,Charlotte,NC,28203-4210
A-2106985,2,0.7400000095367432,Bakersfield,CA,93307
A-4531168,2,0.705,Los Angeles,CA,90045
A-197510,2,0.01,Newark,NJ,07104-3907
A-4032721,2,0.014,Houston,TX,77036-6206
A-3863954,2,0.224,Altha,FL,32421-2720
A-859477,2,0,Boynton Beach,FL,33437
A-145927,3,0,Estero,FL,33928
A-1638043,3,1.9600000381469729,Lake City,FL,32055
A-6020711,2,0.084,Saint Petersburg,FL,33701
A-4117129,2,0.6,Tulare,CA,93274-9531
A-6225437,2,0.077,Virginia Beach,VA,23454-4383
A-7128471,2,0,Los Angeles,CA,90049
A-2267602,2,0,Ruby,SC,29741
A-3360873,3,0,Mechanicsville,VA,23111
A-6841655,2,0.303,Santa Ana,CA,92705
A-2726593,3,0,Lynnwood,WA,98037
A-6776470,2,0.055,Arlington,TX,76011
A-6284591,2,0.495,Jacksonville,FL,32218
A-3181100,3,0,Los Angeles,CA,90021-2525
A-5954920,2,0.091,Houston,TX,77022-3125
A-2251661,3,0,Ledgewood,NJ,07852
A-5019608,2,1.0590000000000002,Silver Plume,CO,80476
A-6342986,2,0.243,Mission Hills,CA,91345
A-1155906,2,0,Dallas,TX,75243
A-5403147,2,0.092,Raleigh,NC,27601-1407
A-632499,2,0,Tuscumbia,AL,35674-6829
A-863758,2,0,Monterey,CA,93940-5458
A-327055,3,0.01,Bronx,NY,10457
A-4679225,2,0.05,Los Osos,CA,93402-1327
A-2449091,3,0,Seattle,WA,98108
A-2135746,2,0,Raleigh,NC,27603-2619
A-5561873,2,0.141,Meridian,ID,83642
A-3528430,3,0.09,El Nido,CA,95317-9704
A-2657109,2,0,Oklahoma City,OK,73149-2910
A-5630963,2,0.025,Miami,FL,33169
A-2815029,3,0,Tucker,GA,30084
A-1291265,2,0,Bridgeport,CT,06606
A-5249491,2,0.42,Bakersfield,CA,93305
A-6297597,2,0.8190000000000001,Sylmar,CA,91342
A-7697480,2,0,Huntersville,NC,28078
A-5014946,2,0.061,Stewartville,MN,55976-1202
A-4030065,2,0.204,Kansas City,MO,64108
A-409723,2,0.01,Fort Myers,FL,33919
A-975939,2,0,Merrick,NY,11566
A-5566651,2,1.168,Norwich,CT,06360
A-5735358,2,0.696,Plainville,CT,06062
A-391335,2,0.01,Dallas,TX,75219
A-3464218,2,0.043,Charlotte,NC,28217-2622
A-7190788,2,0,Richmond,VA,23226
A-2640669,2,0,Houston,TX,77027-6503
A-6606854,2,0.288,Petaluma,CA,94952
A-4369521,2,0.885,Tualatin,OR,97062
A-1813517,3,0,Cleveland,OH,44119
A-3443002,2,0.477,O Fallon,MO,63368
A-5726497,2,1.128,Roy,WA,98580-9211
A-153971,3,0,Atlanta,GA,30339
A-3850745,2,0.316,Coalinga,CA,93210-97ND
A-7189433,2,0,Denver,CO,80205-3973
A-5757275,2,0.725,North Chicago,IL,60064
A-5450808,2,0.936,Indianapolis,IN,46218
A-2538926,2,0,Gardena,CA,90248-1830
A-4157088,2,0.778,Saint Paul,MN,55106
A-395153,2,0,Seattle,WA,98117-3027
A-2695198,2,0,Conshohocken,PA,19428
A-526021,3,0,Houston,TX,77002
A-5374548,2,1.821,Paramount,CA,90723
A-351109,3,0.01,Burbank,CA,91502
A-2925553,2,0,Nashville,TN,37203-5523
A-4236621,2,0.16,Houston,TX,77072
A-866911,2,0,Mission,TX,78573-4254
A-3569090,4,1.199,Marshalltown,IA,50158
A-7508897,4,0.047,Leonardtown,MD,20650
A-2721957,2,0,Seattle,WA,98133
A-7625981,2,1.6769999999999998,Ridgefield,NJ,07657
A-4269664,2,0.927,Meridian,MS,39307
A-2938597,2,0,Charlotte,NC,28273
A-6107580,2,3.452,Eskdale,WV,25075
A-1285597,2,0,Austin,TX,78753
A-690592,2,0,Stockton,CA,95205
A-4958402,2,0.479,Temecula,CA,92590-3474
A-6126811,2,3.552,Woodland,CA,95695
A-5387733,2,0.475,Pulaski,PA,16143
A-4463515,2,0.073,Charlo,MT,59824
A-825419,2,0,York,PA,17404
A-2855070,3,0,Louisville,KY,40220
A-870915,2,0,Cowpens,SC,29330
A-409816,2,0.01,Orlando,FL,32821
A-3231846,2,0,Encino,CA,91436
A-5296553,2,0.009,North Charleston,SC,29420
A-1920922,2,0,Milwaukee,WI,53208
A-5446810,2,0.306,Crewe,VA,23930
A-5715088,2,0.428,Ontario,OR,97914-8824
A-7380842,2,0,Jamestown,CA,95327
A-467418,2,0,Madeira Beach,FL,33708-2151
A-7715662,3,2.734,Phelan,CA,92371
A-6458654,2,0.093,New Orleans,LA,70129-1713
A-408277,2,0.01,Los Angeles,CA,90066
A-3803360,2,1.0590000000000002,Baldwin,NY,11510
A-185888,3,0.01,Grand Rapids,MI,49503
A-793262,3,0,Shreveport,LA,71103
A-775490,3,0,Melbourne,FL,32940
A-3229140,3,1.1100000143051147,Minneapolis,MN,55454
A-1419456,2,0,Nashville,TN,37210-4325
A-7597495,2,0.619,Los Altos,CA,94022
A-5329405,2,0.385,Hanover,VA,23069-2029
A-549432,3,0,Philadelphia,PA,19131
A-3349765,2,0,Oklahoma City,OK,73134-6001
A-6943143,2,0.116,Lenexa,KS,66219
A-2005738,2,0,Leeds,AL,35094
A-6202211,2,0.036,Virginia Beach,VA,23452-4301
A-549679,1,0,Grand Rapids,MI,49546-6116
A-3154159,2,0,Austin,TX,78723-2331
A-7508218,2,0.308,Salt Lake City,UT,84106
A-3023109,2,0,Oklahoma City,OK,73120-6318
A-3432108,2,0.096,Yukon,OK,73099
A-6899256,2,1.359,San Bernardino,CA,92408
A-3553775,2,0.174,Garden Grove,CA,92845
A-7278464,2,0,La Grande,OR,97850
A-1982240,3,1.600000023841858,Columbus,OH,43228
A-7661202,2,0.011,Colorado Springs,CO,80915
A-7242779,2,0,Los Angeles,CA,90031
A-3727186,2,0.141,Tuxedo Park,NY,10987
A-4695965,2,0.503,Schenectady,NY,12303
A-1012044,3,0,Birmingham,AL,35208
A-4742719,2,0.058,North Port,FL,34287-1349
A-5341533,2,1.324,Altamonte Springs,FL,32714
A-182825,2,0.01,Burton,MI,48509
A-1737525,2,0,Charlotte,NC,28277
A-3138514,2,0,Tarpon Springs,FL,34689-3916
A-5840296,2,0.076,Lafayette,CA,94549
A-2639697,2,0,Spokane,WA,99202-5345
A-115789,3,0,Carson,CA,90746
A-3418202,3,0.049,Running Springs,CA,92382
A-2426108,3,0,Hermitage,TN,37076
A-4659340,4,0.312,Lexington,NC,27295-1500
A-3939684,2,3.935,Los Angeles,CA,90012
A-5811879,2,1.5530000000000002,Allentown,PA,18104
A-4865795,2,0.6940000000000001,Fillmore,UT,84631
A-3458649,3,0.025,Raleigh,NC,27617
A-307205,2,0.01,Seattle,WA,98168
A-6888636,2,0.552,Anaheim,CA,92808
A-5023461,2,1.205,State College,PA,16803
A-2726014,2,0,Lafayette,LA,70508-5709
A-44437,2,0,Corona,CA,92879-2076
A-1330028,2,0,Dallas,TX,75215-2442
A-4274151,2,0.135,Richmond,VA,23220-2663
A-7047968,2,0,Austin,TX,78750-2547
A-5286969,2,0.071,Rowland Heights,CA,91748-2211
A-5713005,2,1.348,Savannah,GA,31408
A-7344507,2,0,Stockton,CA,95215
A-7438245,2,0.483,Royal Oak,MI,48067
A-3232558,2,0,Charlotte,NC,28269
A-2923371,3,0,Fort Worth,TX,76106
A-3221415,2,0,Houston,TX,77021
A-7240453,2,0,Lebec,CA,93243
